date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:14:03	44433/44433	---M--	200	added ('OK')	image/png	date:Mon,%2008%20Aug%202022%2005:21:10%20GMT	https://invitera.site/files/themes/12/c19c80de163272c6bf7d01e05597ed8b.png	C:/weboffline/undangan/invitera.site/files/themes/12/c19c80de163272c6bf7d01e05597ed8b.png	(from https://invitera.site/jimmyclarissa/62818281616)
13:14:03	8819/8819	---M--	200	added ('OK')	image/png	date:Mon,%2008%20Aug%202022%2005:21:10%20GMT	https://invitera.site/files/themes/12/62e987d2c22c672cd70b37649c6153b1.png	C:/weboffline/undangan/invitera.site/files/themes/12/62e987d2c22c672cd70b37649c6153b1.png	(from https://invitera.site/jimmyclarissa/62818281616)
13:14:03	7929/7929	---M--	200	added ('OK')	image/png	date:Mon,%2008%20Aug%202022%2005:21:10%20GMT	https://invitera.site/files/themes/12/60c9607cbd516a49ddce8af5d3cd4d4a.png	C:/weboffline/undangan/invitera.site/files/themes/12/60c9607cbd516a49ddce8af5d3cd4d4a.png	(from https://invitera.site/jimmyclarissa/62818281616)
13:14:04	14243/14243	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2023%20May%202022%2004:52:43%20GMT	https://invitera.site/assets/js/aos.js	C:/weboffline/undangan/invitera.site/assets/js/aos.js	(from https://invitera.site/jimmyclarissa/62818281616)
13:14:05	68/68	---MCZ	302	error ('Found')	text/plain	date:Mon,%2009%20Jan%202023%2006:14:05%20GMT	https://unpkg.com/masonry-layout@4/dist/masonry.pkgd.min.js	C:/weboffline/undangan/unpkg.com/masonry-layout@4/dist/masonry.pkgd.min.37.delayed	(from https://invitera.site/jimmyclarissa/62818281616)
13:14:05	89476/89476	---M-Z	200	added ('OK')	application/javascript	etag:W/%2262f659d6-15d84%22	https://code.jquery.com/jquery-3.5.1.min.js	C:/weboffline/undangan/code.jquery.com/jquery-3.5.1.min.js	(from https://invitera.site/jimmyclarissa/62818281616)
13:14:05	24103/24103	---MCZ	200	added ('OK')	application/javascript	etag:%225e27-0gJSz3bDvorzeoQV0TrTaMditNg%22	https://unpkg.com/masonry-layout@4.2.2/dist/masonry.pkgd.min.js	C:/weboffline/undangan/unpkg.com/masonry-layout@4.2.2/dist/masonry.pkgd.min.js	(from https://invitera.site/jimmyclarissa/62818281616)
13:14:06	8107/8107	---M-Z	200	added ('OK')	application/javascript	etag:W/%2257cf6408-1fab%22	https://wowjs.uk/dist/wow.min.js	C:/weboffline/undangan/wowjs.uk/dist/wow.min.js	(from https://invitera.site/jimmyclarissa/62818281616)
13:14:06	44342/44342	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03cf0-ad36%22	https://cdnjs.cloudflare.com/ajax/libs/OwlCarousel2/2.3.4/owl.carousel.min.js	C:/weboffline/undangan/cdnjs.cloudflare.com/ajax/libs/OwlCarousel2/2.3.4/owl.carousel.min.js	(from https://invitera.site/jimmyclarissa/62818281616)
13:14:07	878/878	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2018%20Aug%202022%2004:37:53%20GMT	https://invitera.site/assets/js/script.js?363653142	C:/weboffline/undangan/invitera.site/assets/js/script5138.js	(from https://invitera.site/jimmyclarissa/62818281616)
